property_id,neighborhood_id,property_type,bedrooms,bathrooms,area_sqm,year_built,parking_spaces,floor,furnished,amenities,description
P0132,N06,House,5,5,325,2009,1,2,0,parking|elevator|rooftop|security,"Renovated 5-bedroom house in Old Town. Includes parking, elevator, rooftop, security. 325 sqm with 5 bathroom(s), with convenient access to schools and transport."
P0133,N02,Apartment,4,1,103,2011,2,2,1,parking|balcony|security,"Bright 4-bedroom apartment in Midtown. Includes parking, balcony, security. 103 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0134,N03,House,2,2,291,2025,2,2,0,parking|garden|storage|elevator,"Quiet 2-bedroom house in Northgate. Includes parking, garden, storage, elevator. 291 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0135,N06,Apartment,1,1,154,1994,0,8,0,storage|parking|rooftop|balcony,"Renovated 1-bedroom apartment in Old Town. Includes storage, parking, rooftop, balcony. 154 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0136,N01,Apartment,1,2,53,2011,1,10,0,rooftop|balcony,"Quiet 1-bedroom apartment in Riverside. Includes rooftop, balcony. 53 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0137,N02,House,6,3,197,1993,1,3,0,balcony|gym|rooftop|garden,"Family-friendly 6-bedroom house in Midtown. Includes balcony, gym, rooftop, garden. 197 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0138,N01,Apartment,2,3,97,1997,1,15,1,gym|security,"Spacious 2-bedroom apartment in Riverside. Includes gym, security. 97 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0139,N03,Apartment,3,2,134,2020,1,11,0,parking|rooftop|storage,"Renovated 3-bedroom apartment in Northgate. Includes parking, rooftop, storage. 134 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0140,N02,Apartment,4,2,154,2002,0,3,1,balcony|parking|gym|storage,"Modern 4-bedroom apartment in Midtown. Includes balcony, parking, gym, storage. 154 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0141,N04,House,6,3,168,2000,2,1,0,balcony|storage,"Bright 6-bedroom house in Lakeside. Includes balcony, storage. 168 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0142,N01,House,4,2,131,2020,1,2,0,security|balcony,"Modern 4-bedroom house in Riverside. Includes security, balcony. 131 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0143,N01,House,6,3,271,2022,2,3,0,elevator|garden,"Bright 6-bedroom house in Riverside. Includes elevator, garden. 271 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0144,N06,Apartment,4,2,161,2012,2,17,0,gym|balcony|rooftop|elevator,"Bright 4-bedroom apartment in Old Town. Includes gym, balcony, rooftop, elevator. 161 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0145,N03,House,3,3,171,2009,1,2,1,garden|elevator,"Spacious 3-bedroom house in Northgate. Includes garden, elevator. 171 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0146,N06,House,6,3,216,2003,2,2,0,parking|balcony,"Bright 6-bedroom house in Old Town. Includes parking, balcony. 216 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0147,N01,Apartment,2,1,153,1996,2,12,0,parking|gym|storage|security|rooftop,"Bright 2-bedroom apartment in Riverside. Includes parking, gym, storage, security, rooftop. 153 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0148,N03,Apartment,2,2,84,2003,1,5,1,storage|rooftop,"Renovated 2-bedroom apartment in Northgate. Includes storage, rooftop. 84 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0149,N04,Apartment,1,1,89,1997,1,6,1,rooftop|balcony|gym|parking,"Bright 1-bedroom apartment in Lakeside. Includes rooftop, balcony, gym, parking. 89 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0150,N04,Townhouse,4,4,186,2006,1,2,0,parking|storage|balcony|gym|security,"Quiet 4-bedroom townhouse in Lakeside. Includes parking, storage, balcony, gym, security. 186 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0151,N05,Townhouse,5,4,97,2002,2,3,1,gym|balcony|storage|rooftop|parking,"Bright 5-bedroom townhouse in Greenfield. Includes gym, balcony, storage, rooftop, parking. 97 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0152,N05,House,3,2,304,1997,1,3,0,garden|balcony|storage|parking|elevator,"Family-friendly 3-bedroom house in Greenfield. Includes garden, balcony, storage, parking, elevator. 304 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0153,N05,Apartment,3,2,92,1994,1,15,0,rooftop|gym|parking|storage|balcony,"Bright 3-bedroom apartment in Greenfield. Includes rooftop, gym, parking, storage, balcony. 92 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0154,N05,House,5,3,363,2017,2,1,1,gym|balcony,"Spacious 5-bedroom house in Greenfield. Includes gym, balcony. 363 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0155,N06,Apartment,2,3,78,1997,1,3,0,security|storage|gym|elevator|garden,"Modern 2-bedroom apartment in Old Town. Includes security, storage, gym, elevator, garden. 78 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0156,N03,Townhouse,4,3,157,2023,2,3,1,balcony|parking|gym|garden|storage,"Renovated 4-bedroom townhouse in Northgate. Includes balcony, parking, gym, garden, storage. 157 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0157,N01,Apartment,3,2,80,2006,1,4,0,rooftop|storage|gym|security,"Family-friendly 3-bedroom apartment in Riverside. Includes rooftop, storage, gym, security. 80 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0158,N01,Apartment,2,1,84,2000,2,13,1,gym|parking,"Bright 2-bedroom apartment in Riverside. Includes gym, parking. 84 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0159,N05,Apartment,4,3,115,2002,1,12,0,elevator|balcony,"Spacious 4-bedroom apartment in Greenfield. Includes elevator, balcony. 115 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0160,N02,House,3,4,329,1992,3,1,0,gym|elevator|balcony,"Bright 3-bedroom house in Midtown. Includes gym, elevator, balcony. 329 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0161,N02,Apartment,4,3,58,2015,0,17,1,elevator|security|balcony|garden,"Modern 4-bedroom apartment in Midtown. Includes elevator, security, balcony, garden. 58 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0162,N02,Townhouse,5,4,171,1993,1,3,1,elevator|gym|garden|security|rooftop,"Family-friendly 5-bedroom townhouse in Midtown. Includes elevator, gym, garden, security, rooftop. 171 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0163,N05,House,5,4,379,2003,2,2,0,rooftop|parking,"Family-friendly 5-bedroom house in Greenfield. Includes rooftop, parking. 379 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0164,N03,Apartment,3,2,78,2021,2,10,0,balcony|storage|security|elevator|rooftop,"Spacious 3-bedroom apartment in Northgate. Includes balcony, storage, security, elevator, rooftop. 78 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0165,N02,Apartment,2,1,107,2012,1,6,1,balcony|garden,"Quiet 2-bedroom apartment in Midtown. Includes balcony, garden. 107 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0166,N05,Apartment,4,2,99,1992,1,13,0,security|balcony|gym,"Renovated 4-bedroom apartment in Greenfield. Includes security, balcony, gym. 99 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0167,N06,Townhouse,4,2,116,2011,2,3,0,balcony|gym,"Quiet 4-bedroom townhouse in Old Town. Includes balcony, gym. 116 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0168,N02,Apartment,4,1,74,2005,1,5,1,gym|balcony,"Quiet 4-bedroom apartment in Midtown. Includes gym, balcony. 74 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0169,N01,House,2,2,179,2016,2,3,0,rooftop|security|parking|storage,"Family-friendly 2-bedroom house in Riverside. Includes rooftop, security, parking, storage. 179 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0170,N01,Apartment,1,2,59,2004,0,16,1,elevator|storage|rooftop,"Bright 1-bedroom apartment in Riverside. Includes elevator, storage, rooftop. 59 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0171,N06,Apartment,1,2,64,1996,0,17,1,elevator|security,"Bright 1-bedroom apartment in Old Town. Includes elevator, security. 64 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0172,N04,House,2,2,124,2013,1,2,0,elevator|security|balcony|gym|rooftop,"Bright 2-bedroom house in Lakeside. Includes elevator, security, balcony, gym, rooftop. 124 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0173,N04,House,3,2,187,2002,3,1,0,rooftop|storage|elevator|garden|parking,"Renovated 3-bedroom house in Lakeside. Includes rooftop, storage, elevator, garden, parking. 187 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0174,N04,Apartment,1,2,128,2025,1,1,1,security|elevator|storage,"Family-friendly 1-bedroom apartment in Lakeside. Includes security, elevator, storage. 128 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0175,N01,Apartment,2,3,153,2002,1,16,0,security|parking|gym|rooftop|balcony,"Renovated 2-bedroom apartment in Riverside. Includes security, parking, gym, rooftop, balcony. 153 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0176,N04,Apartment,4,1,154,2012,1,15,0,balcony|rooftop|garden|security|storage,"Renovated 4-bedroom apartment in Lakeside. Includes balcony, rooftop, garden, security, storage. 154 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0177,N03,Apartment,1,1,153,2022,1,11,1,rooftop|balcony|storage|parking,"Modern 1-bedroom apartment in Northgate. Includes rooftop, balcony, storage, parking. 153 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0178,N02,House,5,2,250,2004,3,2,0,garden|rooftop|parking|gym|balcony,"Spacious 5-bedroom house in Midtown. Includes garden, rooftop, parking, gym, balcony. 250 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0179,N05,Townhouse,3,3,91,2019,1,3,1,gym|security|elevator|parking|storage,"Modern 3-bedroom townhouse in Greenfield. Includes gym, security, elevator, parking, storage. 91 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0180,N04,Townhouse,4,3,124,2024,1,2,0,garden|parking|storage|elevator,"Family-friendly 4-bedroom townhouse in Lakeside. Includes garden, parking, storage, elevator. 124 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0181,N06,Apartment,3,3,106,2010,2,14,0,parking|balcony,"Spacious 3-bedroom apartment in Old Town. Includes parking, balcony. 106 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0182,N06,Apartment,1,2,71,2014,2,2,0,garden|security,"Family-friendly 1-bedroom apartment in Old Town. Includes garden, security. 71 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0183,N06,Apartment,1,1,140,2020,1,7,0,garden|storage|security|parking,"Quiet 1-bedroom apartment in Old Town. Includes garden, storage, security, parking. 140 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0184,N03,Apartment,3,1,87,1994,1,5,0,balcony|storage|security|elevator,"Family-friendly 3-bedroom apartment in Northgate. Includes balcony, storage, security, elevator. 87 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0185,N05,Apartment,4,1,89,2013,1,7,0,elevator|parking|rooftop|security,"Spacious 4-bedroom apartment in Greenfield. Includes elevator, parking, rooftop, security. 89 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0186,N01,Apartment,3,1,161,2024,2,12,1,rooftop|balcony|gym|parking|security,"Renovated 3-bedroom apartment in Riverside. Includes rooftop, balcony, gym, parking, security. 161 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0187,N01,House,3,3,337,2019,1,2,1,gym|balcony,"Spacious 3-bedroom house in Riverside. Includes gym, balcony. 337 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0188,N04,Apartment,4,2,85,1999,0,13,1,parking|storage,"Family-friendly 4-bedroom apartment in Lakeside. Includes parking, storage. 85 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0189,N04,Apartment,1,2,65,2000,2,8,1,elevator|security|parking|gym|rooftop,"Modern 1-bedroom apartment in Lakeside. Includes elevator, security, parking, gym, rooftop. 65 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0190,N06,House,4,3,331,2002,3,2,0,elevator|parking|balcony,"Bright 4-bedroom house in Old Town. Includes elevator, parking, balcony. 331 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0191,N06,Apartment,1,1,137,2013,2,16,0,garden|balcony|gym,"Renovated 1-bedroom apartment in Old Town. Includes garden, balcony, gym. 137 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0192,N02,House,4,4,339,2012,1,1,0,storage|gym|rooftop,"Bright 4-bedroom house in Midtown. Includes storage, gym, rooftop. 339 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0193,N01,House,3,3,254,1996,3,1,0,storage|rooftop,"Renovated 3-bedroom house in Riverside. Includes storage, rooftop. 254 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0194,N06,House,4,5,234,2000,3,2,0,storage|gym,"Renovated 4-bedroom house in Old Town. Includes storage, gym. 234 sqm with 5 bathroom(s), with convenient access to schools and transport."
P0195,N04,Apartment,2,3,138,1994,1,12,0,garden|balcony|gym|security|parking,"Modern 2-bedroom apartment in Lakeside. Includes garden, balcony, gym, security, parking. 138 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0196,N01,House,6,4,254,2016,3,2,1,security|elevator|rooftop|balcony|gym,"Spacious 6-bedroom house in Riverside. Includes security, elevator, rooftop, balcony, gym. 254 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0197,N06,Apartment,2,1,65,2006,1,4,0,parking|garden|security|storage,"Spacious 2-bedroom apartment in Old Town. Includes parking, garden, security, storage. 65 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0198,N02,Apartment,1,1,52,2003,1,9,1,balcony|security|storage|gym|rooftop,"Bright 1-bedroom apartment in Midtown. Includes balcony, security, storage, gym, rooftop. 52 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0199,N06,Apartment,2,3,132,1996,1,15,0,storage|parking|balcony|security|rooftop,"Renovated 2-bedroom apartment in Old Town. Includes storage, parking, balcony, security, rooftop. 132 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0200,N04,House,6,2,340,2015,3,3,0,garden|storage|rooftop|security|gym,"Renovated 6-bedroom house in Lakeside. Includes garden, storage, rooftop, security, gym. 340 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0201,N06,House,6,2,123,2012,2,2,0,parking|rooftop|garden|elevator,"Quiet 6-bedroom house in Old Town. Includes parking, rooftop, garden, elevator. 123 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0202,N05,Apartment,3,3,116,2011,1,9,1,storage|security|parking|balcony,"Family-friendly 3-bedroom apartment in Greenfield. Includes storage, security, parking, balcony. 116 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0203,N05,Apartment,3,3,123,2016,0,6,1,parking|storage,"Bright 3-bedroom apartment in Greenfield. Includes parking, storage. 123 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0204,N06,Apartment,1,1,126,1992,1,15,0,garden|balcony|elevator|security,"Renovated 1-bedroom apartment in Old Town. Includes garden, balcony, elevator, security. 126 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0205,N06,Apartment,2,3,46,2010,0,3,1,security|storage|gym|parking,"Renovated 2-bedroom apartment in Old Town. Includes security, storage, gym, parking. 46 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0206,N05,Apartment,4,2,117,2013,1,8,0,balcony|garden|rooftop|gym|security,"Spacious 4-bedroom apartment in Greenfield. Includes balcony, garden, rooftop, gym, security. 117 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0207,N03,Apartment,1,2,131,2003,1,3,0,security|parking|elevator|gym,"Bright 1-bedroom apartment in Northgate. Includes security, parking, elevator, gym. 131 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0208,N05,Apartment,1,1,162,1992,0,16,1,rooftop|gym,"Renovated 1-bedroom apartment in Greenfield. Includes rooftop, gym. 162 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0209,N02,House,3,2,336,2024,2,1,0,gym|garden|balcony|elevator|storage,"Quiet 3-bedroom house in Midtown. Includes gym, garden, balcony, elevator, storage. 336 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0210,N02,Apartment,3,2,68,2005,1,14,0,security|storage|garden|gym,"Spacious 3-bedroom apartment in Midtown. Includes security, storage, garden, gym. 68 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0211,N02,House,5,3,194,2022,3,2,0,storage|garden|parking,"Family-friendly 5-bedroom house in Midtown. Includes storage, garden, parking. 194 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0212,N01,Apartment,3,2,152,2013,0,15,0,security|elevator|storage|gym,"Quiet 3-bedroom apartment in Riverside. Includes security, elevator, storage, gym. 152 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0213,N05,House,6,3,265,2024,2,2,0,parking|garden|elevator|gym|storage,"Family-friendly 6-bedroom house in Greenfield. Includes parking, garden, elevator, gym, storage. 265 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0214,N03,House,5,4,347,2018,2,3,0,balcony|parking|security,"Bright 5-bedroom house in Northgate. Includes balcony, parking, security. 347 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0215,N01,Apartment,4,3,142,2008,0,4,1,parking|security|garden,"Quiet 4-bedroom apartment in Riverside. Includes parking, security, garden. 142 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0216,N05,House,2,2,302,2021,2,3,1,rooftop|parking|security|elevator,"Bright 2-bedroom house in Greenfield. Includes rooftop, parking, security, elevator. 302 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0217,N05,Apartment,1,2,84,2008,1,14,0,balcony|rooftop|elevator|parking,"Quiet 1-bedroom apartment in Greenfield. Includes balcony, rooftop, elevator, parking. 84 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0218,N02,House,6,4,216,2017,2,3,0,storage|rooftop|garden,"Bright 6-bedroom house in Midtown. Includes storage, rooftop, garden. 216 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0219,N05,House,5,3,155,2010,1,2,0,rooftop|gym|security|elevator|garden,"Bright 5-bedroom house in Greenfield. Includes rooftop, gym, security, elevator, garden. 155 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0220,N01,Apartment,2,1,108,2018,1,11,0,security|garden|rooftop|balcony|gym,"Modern 2-bedroom apartment in Riverside. Includes security, garden, rooftop, balcony, gym. 108 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0221,N04,House,5,3,137,1998,1,3,1,rooftop|garden|security,"Quiet 5-bedroom house in Lakeside. Includes rooftop, garden, security. 137 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0222,N01,Apartment,4,2,46,1999,1,9,0,balcony|rooftop|elevator,"Family-friendly 4-bedroom apartment in Riverside. Includes balcony, rooftop, elevator. 46 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0223,N01,Apartment,2,3,113,2023,0,5,0,security|storage|garden|parking,"Modern 2-bedroom apartment in Riverside. Includes security, storage, garden, parking. 113 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0224,N02,House,6,4,285,2009,3,3,1,parking|elevator|rooftop,"Spacious 6-bedroom house in Midtown. Includes parking, elevator, rooftop. 285 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0225,N03,House,3,4,152,2004,3,3,1,gym|elevator|rooftop|security|garden,"Family-friendly 3-bedroom house in Northgate. Includes gym, elevator, rooftop, security, garden. 152 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0226,N02,Apartment,4,3,107,1995,2,9,0,parking|balcony|rooftop,"Family-friendly 4-bedroom apartment in Midtown. Includes parking, balcony, rooftop. 107 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0227,N03,House,2,4,140,2011,3,1,0,parking|balcony|security,"Bright 2-bedroom house in Northgate. Includes parking, balcony, security. 140 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0228,N01,House,6,4,354,1998,3,3,0,storage|elevator|gym,"Family-friendly 6-bedroom house in Riverside. Includes storage, elevator, gym. 354 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0229,N03,Apartment,4,3,86,2005,2,8,0,security|garden|storage|rooftop,"Modern 4-bedroom apartment in Northgate. Includes security, garden, storage, rooftop. 86 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0230,N03,Apartment,3,3,110,1998,2,5,0,security|parking|storage|gym|elevator,"Renovated 3-bedroom apartment in Northgate. Includes security, parking, storage, gym, elevator. 110 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0231,N05,Townhouse,2,4,173,2023,2,2,1,elevator|balcony,"Family-friendly 2-bedroom townhouse in Greenfield. Includes elevator, balcony. 173 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0232,N06,Apartment,3,3,50,2001,1,18,0,gym|balcony|security,"Family-friendly 3-bedroom apartment in Old Town. Includes gym, balcony, security. 50 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0233,N06,Apartment,4,2,55,2019,1,17,1,gym|garden|elevator,"Bright 4-bedroom apartment in Old Town. Includes gym, garden, elevator. 55 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0234,N06,Townhouse,2,2,195,2014,2,2,0,security|elevator|rooftop|balcony,"Quiet 2-bedroom townhouse in Old Town. Includes security, elevator, rooftop, balcony. 195 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0235,N02,Apartment,3,1,141,1995,0,4,0,elevator|balcony|gym,"Family-friendly 3-bedroom apartment in Midtown. Includes elevator, balcony, gym. 141 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0236,N06,House,2,5,142,1995,2,2,0,elevator|balcony|garden,"Family-friendly 2-bedroom house in Old Town. Includes elevator, balcony, garden. 142 sqm with 5 bathroom(s), with convenient access to schools and transport."
P0237,N01,Townhouse,5,4,226,2004,1,2,1,balcony|rooftop|parking|elevator|gym,"Quiet 5-bedroom townhouse in Riverside. Includes balcony, rooftop, parking, elevator, gym. 226 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0238,N01,House,5,2,263,2013,1,2,0,parking|security|garden,"Renovated 5-bedroom house in Riverside. Includes parking, security, garden. 263 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0239,N06,Apartment,2,1,84,2019,2,5,0,security|balcony|elevator,"Renovated 2-bedroom apartment in Old Town. Includes security, balcony, elevator. 84 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0240,N02,House,2,3,214,2006,1,2,1,garden|security|balcony,"Quiet 2-bedroom house in Midtown. Includes garden, security, balcony. 214 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0241,N06,House,3,5,371,2002,2,2,0,balcony|garden|rooftop,"Quiet 3-bedroom house in Old Town. Includes balcony, garden, rooftop. 371 sqm with 5 bathroom(s), with convenient access to schools and transport."
P0242,N01,House,5,4,321,2025,3,1,0,rooftop|storage|balcony|parking|garden,"Family-friendly 5-bedroom house in Riverside. Includes rooftop, storage, balcony, parking, garden. 321 sqm with 4 bathroom(s), with convenient access to schools and transport."
P0243,N03,Apartment,3,2,104,2010,1,14,1,gym|garden,"Family-friendly 3-bedroom apartment in Northgate. Includes gym, garden. 104 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0244,N04,Apartment,4,3,159,1997,1,15,0,gym|security|storage|balcony,"Modern 4-bedroom apartment in Lakeside. Includes gym, security, storage, balcony. 159 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0245,N02,Apartment,4,1,143,2001,1,11,0,gym|storage|security,"Modern 4-bedroom apartment in Midtown. Includes gym, storage, security. 143 sqm with 1 bathroom(s), with convenient access to schools and transport."
P0246,N05,House,2,5,374,2023,2,1,0,rooftop|garden|storage,"Spacious 2-bedroom house in Greenfield. Includes rooftop, garden, storage. 374 sqm with 5 bathroom(s), with convenient access to schools and transport."
P0247,N05,House,3,2,214,2014,1,1,0,balcony|security|elevator,"Renovated 3-bedroom house in Greenfield. Includes balcony, security, elevator. 214 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0248,N05,House,6,3,353,1994,3,2,0,security|gym|garden|balcony,"Spacious 6-bedroom house in Greenfield. Includes security, gym, garden, balcony. 353 sqm with 3 bathroom(s), with convenient access to schools and transport."
P0249,N01,Apartment,3,2,122,2025,1,9,1,gym|elevator|storage|garden,"Renovated 3-bedroom apartment in Riverside. Includes gym, elevator, storage, garden. 122 sqm with 2 bathroom(s), with convenient access to schools and transport."
P0250,N06,House,3,5,331,2014,1,2,1,balcony|security|parking,"Family-friendly 3-bedroom house in Old Town. Includes balcony, security, parking. 331 sqm with 5 bathroom(s), with convenient access to schools and transport."
